order,family,species.vertlife,sex,year,yrend,totallength
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1995,1999,119
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1993,1994,119
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1993,1994,114
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1992,1994,125
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1992,1994,107
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1992,1994,116
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1992,1994,114
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1991,1994,116
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1991,1994,141
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1990,1994,126
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1990,1994,115
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1990,1994,128
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1989,1989,130
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1989,1989,124
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1989,1989,128
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1988,1989,105
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1988,1989,124
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1987,1989,104
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1986,1989,105
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1986,1989,118
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1986,1989,112
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1986,1989,114
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1986,1989,106
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1986,1989,118
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1986,1989,120
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1984,1984,113
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1975,1979,125
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1974,1974,125
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1970,1974,122
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1968,1969,126
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1966,1969,108
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1962,1964,109
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1962,1964,126
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1959,1959,118
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1958,1959,132
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1958,1959,125
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1958,1959,129
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1958,1959,120
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1954,1954,114
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1954,1954,129
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1950,1954,121
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1948,1949,115.8875
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1948,1949,133
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1946,1949,123
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1945,1949,119
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1942,1944,118
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1942,1944,118
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1942,1944,108
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1941,1944,118
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1941,1944,116
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1941,1944,111
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1940,1944,114
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1940,1944,120
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1934,1934,126
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1934,1934,131
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1933,1934,112.52
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1933,1934,122
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1933,1934,113
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1933,1934,111
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1933,1934,109
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1933,1934,122
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1933,1934,116.6
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1933,1934,120
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1933,1934,123
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1932,1934,120.65
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1929,1929,124
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1927,1929,117.35
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1926,1929,137.2
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1923,1924,122.43
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1922,1924,120.65
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1918,1919,111.8
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1917,1919,116.8
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1914,1914,122
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1907,1909,124.5
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1906,1909,128
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1900,1904,123.19
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1896,1899,111.125
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1895,1899,129.5
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1895,1899,127
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1895,1899,127
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1895,1899,127
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,,1893,1894,116.332
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1892,1894,121.92
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1890,1894,121.92
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1889,1889,130.175
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1888,1889,119
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1888,1889,128.5875
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,female,1888,1889,127
PASSERIFORMES,TROGLODYTIDAE,Troglodytes_aedon,male,1934,1934,120
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1883,1884,243.84
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1882,1884,266.7
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1882,1884,255.27
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2015,2019,208
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2014,2014,255
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2014,2014,220
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2014,2014,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2014,2014,242
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2014,2014,222
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2014,2014,232
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2014,2014,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2014,2014,244
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2014,2014,237
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2014,2014,225
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2014,2014,246
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2014,2014,242
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2013,2014,242
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2013,2014,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2013,2014,217
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2013,2014,234
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2013,2014,228
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2013,2014,238
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2013,2014,222
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2013,2014,232
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2013,2014,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2012,2014,237
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2012,2014,222
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2012,2014,198
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2012,2014,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2012,2014,247
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2011,2014,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2011,2014,244
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2011,2014,210
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2011,2014,233.6
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2010,2014,237
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2010,2014,226
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2010,2014,242
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2010,2014,222
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2010,2014,225
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2010,2014,220
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2009,2009,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2009,2009,249
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2009,2009,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2009,2009,231
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2009,2009,239
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2009,2009,221
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2008,2009,242
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2008,2009,237
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2008,2009,236
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2008,2009,242
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2008,2009,237
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2008,2009,236
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2008,2009,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2008,2009,204
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2008,2009,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2007,2009,251
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2007,2009,245
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2007,2009,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,2007,2009,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2006,2009,222.5
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2006,2009,206
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2006,2009,202
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2006,2009,211
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2006,2009,225
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2005,2009,245
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2005,2009,220
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2004,2004,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,2003,2004,250
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,2001,2004,234
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1999,1999,214
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1998,1999,250
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1998,1999,203
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1997,1999,223.5
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1997,1999,232
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1997,1999,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1997,1999,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1996,1999,224
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1996,1999,228
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1996,1999,200
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1996,1999,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1995,1999,227
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1994,1994,219
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1994,1994,234.5
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1994,1994,221
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1994,1994,223
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1993,1994,237
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1993,1994,231
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1993,1994,222
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1993,1994,220
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1993,1994,245
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1992,1994,248.5
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1992,1994,247
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1992,1994,225
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1992,1994,247
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1992,1994,239
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1992,1994,242
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1992,1994,228
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1992,1994,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1991,1994,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1991,1994,222
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1991,1994,215
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1991,1994,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1991,1994,202
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1990,1994,231
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1990,1994,226
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1990,1994,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1990,1994,220
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1990,1994,205
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1990,1994,211
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1990,1994,215
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1990,1994,200
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1989,1989,216
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1989,1989,220
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1989,1989,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1989,1989,249
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1989,1989,226
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1989,1989,205
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1989,1989,258
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1989,1989,232
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1989,1989,225
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1989,1989,216
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1988,1989,222
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1988,1989,239
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1988,1989,203
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1987,1989,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1985,1989,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1983,1984,234
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1982,1984,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1981,1984,235
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1980,1984,220
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1978,1979,225
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1976,1979,252
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1976,1979,263
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1976,1979,261
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1976,1979,261.1
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1976,1979,237
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1975,1979,251
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1975,1979,249
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1975,1979,241
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1974,1974,251
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1972,1974,248
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1971,1974,265
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1971,1974,260
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1971,1974,243
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1970,1974,214
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1970,1974,260
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1969,1969,255
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1969,1969,273
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1969,1969,259
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1969,1969,260
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1968,1969,269
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1968,1969,238
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1968,1969,251
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1968,1969,241
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1968,1969,241
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1968,1969,265
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1968,1969,252
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1967,1969,250
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1967,1969,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1967,1969,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1966,1969,250
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1966,1969,204.9
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1964,1964,256
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1963,1964,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1961,1964,258
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1960,1964,266
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1960,1964,239
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1960,1964,265
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1960,1964,262
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1959,1959,258
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1958,1959,253
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1957,1959,262
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1957,1959,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1957,1959,246
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1956,1959,225
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1955,1959,260
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1955,1959,260
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1954,1954,260
PASSERIFORMES,TURDIDAE,Turdus_migratorius,,1951,1954,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1951,1954,270
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1951,1954,264
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1951,1954,255
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1951,1954,232
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1950,1954,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1949,1949,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1949,1949,263
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1948,1949,260.35
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1948,1949,241.3
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1947,1949,244
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1946,1949,237
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1945,1949,237
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1945,1949,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1945,1949,250
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1944,1944,246
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1943,1944,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1943,1944,269
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1942,1944,218
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1942,1944,228
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1942,1944,244
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1941,1944,228
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1941,1944,234.95
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1941,1944,255
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1941,1944,201
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1941,1944,246.38
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1940,1944,201
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1940,1944,249
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1940,1944,277
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1939,1939,246
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1939,1939,259
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1939,1939,255
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1939,1939,262
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1939,1939,266
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1939,1939,262
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1938,1939,230
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1938,1939,231.775
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,244
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,260
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1937,1939,277
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1937,1939,257
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,257
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,269
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,239
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,244
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,268
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1937,1939,255
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,223
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,221
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,247.5
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1937,1939,243
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,228
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,251
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,250
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,250
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,231
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1937,1939,241
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1936,1939,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1936,1939,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,247.65
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,247.65
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,247.65
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1936,1939,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1936,1939,266.7
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,247.65
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,247.65
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1936,1939,255.27
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,247.65
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1936,1939,247.65
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,241.3
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,241.3
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1936,1939,231
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1935,1939,250
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1935,1939,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1935,1939,250
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1935,1939,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1935,1939,241
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1935,1939,242
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1935,1939,240
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1935,1939,241
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1935,1939,253
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1934,1934,247.65
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1934,1934,254
PASSERIFORMES,TURDIDAE,Turdus_migratorius,male,1934,1934,249
PASSERIFORMES,TURDIDAE,Turdus_migratorius,female,1934,1934,254
